"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1716487200";"23.05.2024 21:00";"180,37";"180,37";"2,88";"180,37"
"1716490800";"23.05.2024 22:00";"155,79";"155,79";"1,51";"155,79"
"1716494400";"23.05.2024 23:00";"123,13";"123,13";"0";"123,13"
"1716498000";"24.05.2024 00:00";"102,51";"102,51";"-0,85";"102,51"
"1716501600";"24.05.2024 01:00";"80,06";"80,06";"-2,46";"80,06"
"1716505200";"24.05.2024 02:00";"80,01";"80,01";"-2,49";"80,01"
"1716508800";"24.05.2024 03:00";"83,78";"83,78";"-2,24";"83,78"
"1716512400";"24.05.2024 04:00";"24,16";"24,16";"-1,97";"24,16"
"1716516000";"24.05.2024 05:00";"79,99";"79,99";"-0,61";"79,99"
"1716519600";"24.05.2024 06:00";"100,76";"100,76";"0,03";"100,76"
"1716523200";"24.05.2024 07:00";"120,87";"120,87";"4,87";"120,87"
"1716526800";"24.05.2024 08:00";"119,14";"119,14";"24,19";"119,14"
"1716530400";"24.05.2024 09:00";"107,56";"107,56";"65";"107,56"
"1716534000";"24.05.2024 10:00";"100,61";"100,61";"57,41";"100,61"
"1716537600";"24.05.2024 11:00";"90,55";"90,55";"30,8";"88,8"
"1716541200";"24.05.2024 12:00";"50,79";"50,79";"26,28";"50,79"
"1716544800";"24.05.2024 13:00";"34,45";"34,45";"23,34";"34,45"
"1716548400";"24.05.2024 14:00";"20,97";"20,97";"20,97";"20,97"
"1716552000";"24.05.2024 15:00";"25,46";"25,46";"16,39";"25,46"
"1716555600";"24.05.2024 16:00";"83,78";"83,78";"12,44";"83,78"
"1716559200";"24.05.2024 17:00";"84,21";"84,21";"16,39";"84,21"
"1716562800";"24.05.2024 18:00";"96,42";"96,42";"22,46";"96,42"
"1716566400";"24.05.2024 19:00";"111,73";"111,73";"24,94";"111,73"
"1716570000";"24.05.2024 20:00";"130,58";"130,58";"26,39";"130,58"
"1716573600";"24.05.2024 21:00";"132,43";"132,43";"23,7";"132,43"
"1716577200";"24.05.2024 22:00";"117,44";"117,44";"20,62";"117,44"
"1716580800";"24.05.2024 23:00";"107,04";"107,04";"13,73";"107,04"
"1716584400";"25.05.2024 00:00";"97,44";"97,44";"6,45";"97,44"
"1716588000";"25.05.2024 01:00";"92,6";"92,6";"6,11";"92,6"
"1716591600";"25.05.2024 02:00";"89,63";"89,63";"6,23";"89,63"
"1716595200";"25.05.2024 03:00";"88,26";"88,26";"6,08";"88,26"
"1716598800";"25.05.2024 04:00";"86,89";"86,89";"6,3";"86,89"
"1716602400";"25.05.2024 05:00";"86,89";"86,89";"6,55";"86,89"
"1716606000";"25.05.2024 06:00";"85,04";"85,04";"6,98";"85,04"
"1716609600";"25.05.2024 07:00";"88,33";"88,33";"10,23";"88,33"
"1716613200";"25.05.2024 08:00";"84,16";"84,16";"16,87";"84,16"
"1716616800";"25.05.2024 09:00";"76";"76";"20,92";"76"
"1716620400";"25.05.2024 10:00";"66,39";"66,39";"20,45";"66,39"
"1716624000";"25.05.2024 11:00";"15,16";"15,16";"15,16";"15,16"
"1716627600";"25.05.2024 12:00";"9,27";"9,27";"9,11";"9,27"
"1716631200";"25.05.2024 13:00";"3,24";"3,24";"3,24";"3,24"
"1716634800";"25.05.2024 14:00";"0,04";"0,04";"0,04";"0,04"
"1716638400";"25.05.2024 15:00";"0,01";"0,01";"0";"0,01"
"1716642000";"25.05.2024 16:00";"4,1";"4,1";"1,05";"4,1"
"1716645600";"25.05.2024 17:00";"14,13";"14,13";"11,6";"14,13"
"1716649200";"25.05.2024 18:00";"75,17";"75,17";"15,7";"75,17"
"1716652800";"25.05.2024 19:00";"95,42";"95,42";"18,01";"95,42"
"1716656400";"25.05.2024 20:00";"115,3";"115,3";"15,25";"115,3"
"1716660000";"25.05.2024 21:00";"134,84";"134,84";"10,75";"134,84"
"1716663600";"25.05.2024 22:00";"139,37";"139,37";"5,42";"139,37"
"1716667200";"25.05.2024 23:00";"117,38";"117,38";"3,86";"117,38"
"1716670800";"26.05.2024 00:00";"105,67";"105,67";"2,42";"105,67"
"1716674400";"26.05.2024 01:00";"111,03";"111,03";"1,64";"111,03"
"1716678000";"26.05.2024 02:00";"103,19";"103,19";"1,95";"103,19"
"1716681600";"26.05.2024 03:00";"95,09";"95,09";"1,98";"95,09"
"1716685200";"26.05.2024 04:00";"95,24";"95,24";"2";"95,24"
"1716688800";"26.05.2024 05:00";"96,59";"96,59";"2,26";"96,59"
"1716692400";"26.05.2024 06:00";"90,05";"90,05";"2,49";"90,05"
"1716696000";"26.05.2024 07:00";"88,34";"88,34";"3,07";"88,34"
"1716699600";"26.05.2024 08:00";"75,99";"75,99";"4,51";"75,99"
"1716703200";"26.05.2024 09:00";"12,02";"12,02";"7,08";"12,02"
"1716706800";"26.05.2024 10:00";"1,25";"1,25";"1,25";"1,25"
"1716710400";"26.05.2024 11:00";"0";"0";"0";"0"
"1716714000";"26.05.2024 12:00";"-0,09";"-0,09";"-0,09";"-0,09"
"1716717600";"26.05.2024 13:00";"-2,12";"-2,12";"-2,12";"-2,12"
"1716721200";"26.05.2024 14:00";"-6,05";"-6,05";"-6,05";"-6,05"
"1716724800";"26.05.2024 15:00";"-5,1";"-5,1";"-5,1";"-5,1"
"1716728400";"26.05.2024 16:00";"0,04";"0,04";"-2,79";"0,04"
"1716732000";"26.05.2024 17:00";"1,18";"1,18";"1,18";"1,18"
"1716735600";"26.05.2024 18:00";"58,67";"58,67";"9,03";"58,67"
"1716739200";"26.05.2024 19:00";"96,39";"96,39";"12,1";"96,39"
"1716742800";"26.05.2024 20:00";"112,54";"112,54";"12,59";"112,54"
"1716746400";"26.05.2024 21:00";"121,43";"121,43";"7,66";"121,43"
"1716750000";"26.05.2024 22:00";"117,07";"117,07";"4,59";"117,07"
"1716753600";"26.05.2024 23:00";"103,95";"103,95";"2,81";"103,95"
"1716757200";"27.05.2024 00:00";"94,16";"94,16";"0,91";"94,16"
"1716760800";"27.05.2024 01:00";"77,2";"77,2";"-1,73";"77,2"
"1716764400";"27.05.2024 02:00";"75,4";"75,4";"-1,73";"75,4"
"1716768000";"27.05.2024 03:00";"74,79";"74,79";"-1,79";"74,79"
"1716771600";"27.05.2024 04:00";"74,78";"74,78";"-1,56";"74,78"
"1716775200";"27.05.2024 05:00";"78,28";"78,28";"-0,15";"78,28"
"1716778800";"27.05.2024 06:00";"84,46";"84,46";"0,4";"84,46"
"1716782400";"27.05.2024 07:00";"108,7";"108,7";"2,9";"108,7"
"1716786000";"27.05.2024 08:00";"115,2";"115,2";"7,71";"115,2"
"1716789600";"27.05.2024 09:00";"107,27";"107,27";"11,91";"107,27"
"1716793200";"27.05.2024 10:00";"92,5";"92,5";"7,81";"92,5"
"1716796800";"27.05.2024 11:00";"79,4";"79,4";"4,23";"79,4"
"1716800400";"27.05.2024 12:00";"77";"77";"2,72";"77"
"1716804000";"27.05.2024 13:00";"70,6";"70,6";"1,71";"70,6"
"1716807600";"27.05.2024 14:00";"69,21";"69,21";"1,46";"69,21"
"1716811200";"27.05.2024 15:00";"68,14";"68,14";"1,5";"68,14"
"1716814800";"27.05.2024 16:00";"77,23";"77,23";"1,81";"77,23"
"1716818400";"27.05.2024 17:00";"85,29";"85,29";"2,35";"85,29"
"1716822000";"27.05.2024 18:00";"104,81";"104,81";"3,55";"104,81"
"1716825600";"27.05.2024 19:00";"132,11";"132,11";"4,18";"132,11"
"1716829200";"27.05.2024 20:00";"176,68";"176,68";"4,26";"176,68"
"1716832800";"27.05.2024 21:00";"209,46";"209,46";"3,7";"209,46"
"1716836400";"27.05.2024 22:00";"161,85";"161,85";"2,78";"161,85"
"1716840000";"27.05.2024 23:00";"129,17";"129,17";"1,38";"129,17"
"1716843600";"28.05.2024 00:00";"108,55";"108,55";"-0,01";"108,55"
"1716847200";"28.05.2024 01:00";"98,2";"98,2";"-1,03";"98,2"
"1716850800";"28.05.2024 02:00";"90,41";"90,41";"-1,73";"90,41"
"1716854400";"28.05.2024 03:00";"87,91";"87,91";"-2";"87,91"
"1716858000";"28.05.2024 04:00";"85,38";"85,38";"-2,01";"85,38"
"1716861600";"28.05.2024 05:00";"83,95";"83,95";"-1";"83,95"
"1716865200";"28.05.2024 06:00";"88,35";"88,35";"0,84";"88,35"
"1716868800";"28.05.2024 07:00";"111,14";"111,14";"3,88";"111,14"
"1716872400";"28.05.2024 08:00";"120,99";"120,99";"12,73";"120,99"
"1716876000";"28.05.2024 09:00";"102,78";"102,78";"15,61";"102,78"
"1716879600";"28.05.2024 10:00";"85,86";"85,86";"14,04";"85,86"
"1716883200";"28.05.2024 11:00";"72,91";"72,91";"8,18";"72,91"
"1716886800";"28.05.2024 12:00";"69,77";"69,77";"4,81";"69,77"
"1716890400";"28.05.2024 13:00";"61,68";"61,68";"3,8";"61,68"
"1716894000";"28.05.2024 14:00";"55,78";"55,78";"2,81";"55,78"
"1716897600";"28.05.2024 15:00";"55,8";"55,8";"2,22";"55,8"
"1716901200";"28.05.2024 16:00";"66,26";"66,26";"2,27";"66,26"
"1716904800";"28.05.2024 17:00";"73,66";"73,66";"2,91";"73,66"
"1716908400";"28.05.2024 18:00";"88,17";"88,17";"4,85";"88,17"
"1716912000";"28.05.2024 19:00";"105,91";"105,91";"7,54";"105,91"
"1716915600";"28.05.2024 20:00";"136,22";"136,22";"12,5";"136,22"
"1716919200";"28.05.2024 21:00";"151,26";"151,26";"9,66";"151,26"
"1716922800";"28.05.2024 22:00";"123,52";"123,52";"7,88";"123,52"
"1716926400";"28.05.2024 23:00";"100,58";"100,58";"4,51";"100,58"
"1716930000";"29.05.2024 00:00";"101,57";"101,57";"2,27";"101,57"
"1716933600";"29.05.2024 01:00";"73,02";"73,02";"0,92";"73,02"
"1716937200";"29.05.2024 02:00";"79,65";"79,65";"0,79";"79,65"
"1716940800";"29.05.2024 03:00";"55,58";"55,58";"0,85";"55,58"
"1716944400";"29.05.2024 04:00";"94,85";"94,85";"1,16";"94,85"
"1716948000";"29.05.2024 05:00";"94,85";"94,85";"1,97";"94,85"
"1716951600";"29.05.2024 06:00";"99,46";"99,46";"3,01";"99,46"
"1716955200";"29.05.2024 07:00";"118,06";"118,06";"18,01";"118,06"
"1716958800";"29.05.2024 08:00";"119,54";"119,54";"61,98";"119,54"
"1716962400";"29.05.2024 09:00";"91,81";"91,81";"91,81";"91,81"
"1716966000";"29.05.2024 10:00";"88,29";"88,29";"88,29";"88,29"
"1716969600";"29.05.2024 11:00";"67,96";"67,96";"67,96";"67,96"
"1716973200";"29.05.2024 12:00";"62,21";"62,21";"62,21";"62,21"
"1716976800";"29.05.2024 13:00";"59,05";"59,05";"59,05";"59,05"
"1716980400";"29.05.2024 14:00";"62,19";"62,19";"62,19";"62,19"
"1716984000";"29.05.2024 15:00";"62,14";"62,14";"42,01";"62,14"
"1716987600";"29.05.2024 16:00";"200";"200";"200";"200"
"1716991200";"29.05.2024 17:00";"249,92";"249,92";"249,92";"249,92"
"1716994800";"29.05.2024 18:00";"130,03";"130,03";"52,9";"130,03"
"1716998400";"29.05.2024 19:00";"147,61";"147,61";"116,65";"147,61"
"1717002000";"29.05.2024 20:00";"190,06";"190,06";"83,91";"190,06"
"1717005600";"29.05.2024 21:00";"200,05";"200,05";"61,21";"200,05"
"1717009200";"29.05.2024 22:00";"147,48";"147,48";"37,11";"147,48"
"1717012800";"29.05.2024 23:00";"122,18";"122,18";"5,09";"122,18"
"1717016400";"30.05.2024 00:00";"112,98";"112,98";"3,09";"112,98"
"1717020000";"30.05.2024 01:00";"138,11";"138,11";"1,82";"138,11"
"1717023600";"30.05.2024 02:00";"105,37";"105,37";"1,08";"105,37"
"1717027200";"30.05.2024 03:00";"94,85";"94,85";"1,25";"94,85"
"1717030800";"30.05.2024 04:00";"97,55";"97,55";"1,81";"97,55"
"1717034400";"30.05.2024 05:00";"99,12";"99,12";"2,69";"99,12"
"1717038000";"30.05.2024 06:00";"105,49";"105,49";"5,21";"105,49"
"1717041600";"30.05.2024 07:00";"106,58";"106,58";"60,03";"106,58"
"1717045200";"30.05.2024 08:00";"142";"142";"142";"142"
"1717048800";"30.05.2024 09:00";"106,54";"106,54";"106,54";"106,54"
"1717052400";"30.05.2024 10:00";"141,99";"141,99";"141,99";"141,99"
"1717056000";"30.05.2024 11:00";"141,99";"141,99";"141,99";"141,99"
"1717059600";"30.05.2024 12:00";"100";"100";"100";"100"
"1717063200";"30.05.2024 13:00";"109,91";"109,91";"109,91";"109,91"
"1717066800";"30.05.2024 14:00";"141,14";"141,14";"141,14";"141,14"
"1717070400";"30.05.2024 15:00";"200,04";"200,04";"200,04";"200,04"
"1717074000";"30.05.2024 16:00";"144,63";"144,63";"144,63";"144,63"
"1717077600";"30.05.2024 17:00";"179,42";"179,42";"179,42";"179,42"
"1717081200";"30.05.2024 18:00";"195,37";"195,37";"195,37";"195,37"
"1717084800";"30.05.2024 19:00";"249,92";"249,92";"249,92";"249,92"
"1717088400";"30.05.2024 20:00";"500,05";"500,05";"173,06";"500,05"
"1717092000";"30.05.2024 21:00";"399,93";"399,93";"60,95";"399,93"
"1717095600";"30.05.2024 22:00";"159,43";"159,43";"42,67";"159,43"
"1717099200";"30.05.2024 23:00";"109,42";"109,42";"14,96";"109,42"
"1717102800";"31.05.2024 00:00";"100,31";"100,31";"6,03";"100,31"
"1717106400";"31.05.2024 01:00";"98";"98";"7,11";"98"
"1717110000";"31.05.2024 02:00";"81,24";"81,24";"6,85";"81,24"
"1717113600";"31.05.2024 03:00";"81,13";"81,13";"7,12";"81,13"
"1717117200";"31.05.2024 04:00";"73,71";"73,71";"7,19";"73,71"
"1717120800";"31.05.2024 05:00";"74,38";"74,38";"9,14";"74,38"
"1717124400";"31.05.2024 06:00";"91,33";"91,33";"13,53";"91,33"
"1717128000";"31.05.2024 07:00";"108,98";"108,98";"86,37";"108,98"
"1717131600";"31.05.2024 08:00";"122,94";"122,94";"122,94";"122,94"
"1717135200";"31.05.2024 09:00";"109,67";"109,67";"109,67";"109,67"
"1717138800";"31.05.2024 10:00";"101,18";"101,18";"101,18";"101,18"
"1717142400";"31.05.2024 11:00";"90,29";"90,29";"90,29";"90,29"
"1717146000";"31.05.2024 12:00";"82,5";"82,5";"82,5";"82,5"
"1717149600";"31.05.2024 13:00";"75,44";"75,44";"75,44";"75,44"
"1717153200";"31.05.2024 14:00";"69,11";"69,11";"69,11";"69,11"
"1717156800";"31.05.2024 15:00";"65,82";"65,82";"65,82";"65,82"
"1717160400";"31.05.2024 16:00";"67,37";"67,37";"67,37";"67,37"
"1717164000";"31.05.2024 17:00";"80,01";"80,01";"71,98";"80,01"
"1717167600";"31.05.2024 18:00";"87,3";"87,3";"80,67";"87,3"
"1717171200";"31.05.2024 19:00";"120,04";"120,04";"104,47";"120,04"
"1717174800";"31.05.2024 20:00";"190,4";"190,4";"98,45";"190,4"
"1717178400";"31.05.2024 21:00";"196,79";"196,79";"18,59";"196,79"
"1717182000";"31.05.2024 22:00";"125,28";"125,28";"18,22";"125,28"
"1717185600";"31.05.2024 23:00";"115,96";"115,96";"12,45";"115,96"
"1717189200";"01.06.2024 00:00";"97,08";"97,08";"7,71";"97,08"
"1717192800";"01.06.2024 01:00";"98,87";"98,87";"15,5";"98,87"
"1717196400";"01.06.2024 02:00";"86,68";"86,68";"15,11";"86,68"
"1717200000";"01.06.2024 03:00";"83,44";"83,44";"14,06";"83,44"
"1717203600";"01.06.2024 04:00";"71,79";"71,79";"13,14";"71,79"
"1717207200";"01.06.2024 05:00";"75,41";"75,41";"13,5";"75,41"
"1717210800";"01.06.2024 06:00";"75,29";"75,29";"13,94";"75,29"
"1717214400";"01.06.2024 07:00";"85,48";"85,48";"14,98";"85,48"
"1717218000";"01.06.2024 08:00";"76,66";"76,66";"17,46";"76,66"
"1717221600";"01.06.2024 09:00";"72,63";"72,63";"21,17";"72,63"
"1717225200";"01.06.2024 10:00";"61,47";"61,47";"22,44";"61,47"
"1717228800";"01.06.2024 11:00";"47,28";"47,28";"21,52";"47,28"
"1717232400";"01.06.2024 12:00";"58,26";"58,26";"20,7";"58,26"
"1717236000";"01.06.2024 13:00";"58,54";"58,54";"20,3";"58,54"
"1717239600";"01.06.2024 14:00";"50";"50";"19,07";"50"
"1717243200";"01.06.2024 15:00";"21";"21";"21";"21"
"1717246800";"01.06.2024 16:00";"21,33";"21,33";"21,33";"21,33"
"1717250400";"01.06.2024 17:00";"18,2";"18,2";"18,2";"18,2"
"1717254000";"01.06.2024 18:00";"52,55";"52,55";"36,08";"52,55"
"1717257600";"01.06.2024 19:00";"106,24";"106,24";"43,88";"106,24"
"1717261200";"01.06.2024 20:00";"111,04";"111,04";"40,01";"111,04"
"1717264800";"01.06.2024 21:00";"118,38";"118,38";"21,6";"118,38"
"1717268400";"01.06.2024 22:00";"123";"123";"26,8";"123"
"1717272000";"01.06.2024 23:00";"117,32";"117,32";"18,4";"117,32"
"1717275600";"02.06.2024 00:00";"108,51";"108,51";"11,51";"108,51"
"1717279200";"02.06.2024 01:00";"94,69";"94,69";"4,13";"94,69"
"1717282800";"02.06.2024 02:00";"92,65";"92,65";"2,61";"92,65"
"1717286400";"02.06.2024 03:00";"92,27";"92,27";"1,65";"92,27"
"1717290000";"02.06.2024 04:00";"90,26";"90,26";"0,99";"90,26"
"1717293600";"02.06.2024 05:00";"8,75";"8,75";"1,1";"8,75"
"1717297200";"02.06.2024 06:00";"5,01";"5,01";"2,12";"5,01"
"1717300800";"02.06.2024 07:00";"4,9";"4,9";"4,9";"4,9"
"1717304400";"02.06.2024 08:00";"4,11";"4,11";"4,11";"4,11"
"1717308000";"02.06.2024 09:00";"2,99";"2,99";"2,99";"2,99"
"1717311600";"02.06.2024 10:00";"7,88";"7,88";"7,88";"7,88"
"1717315200";"02.06.2024 11:00";"7,22";"7,22";"7,22";"7,22"
"1717318800";"02.06.2024 12:00";"11,91";"11,91";"11,91";"11,91"
"1717322400";"02.06.2024 13:00";"14,53";"14,53";"14,53";"14,53"
"1717326000";"02.06.2024 14:00";"19,13";"19,13";"19,13";"19,13"
"1717329600";"02.06.2024 15:00";"21,41";"21,41";"21,41";"21,41"
"1717333200";"02.06.2024 16:00";"16,57";"16,57";"16,57";"16,57"
"1717336800";"02.06.2024 17:00";"40";"40";"40";"40"
"1717340400";"02.06.2024 18:00";"40";"40";"40";"40"
"1717344000";"02.06.2024 19:00";"101,75";"101,75";"101,75";"101,75"
"1717347600";"02.06.2024 20:00";"110,28";"110,28";"110,28";"110,28"
"1717351200";"02.06.2024 21:00";"137,36";"137,36";"42,73";"137,36"
"1717354800";"02.06.2024 22:00";"113,6";"113,6";"82,51";"113,6"
"1717358400";"02.06.2024 23:00";"106,4";"106,4";"68,09";"106,4"
"1717362000";"03.06.2024 00:00";"93,55";"93,55";"13,96";"93,55"
"1717365600";"03.06.2024 01:00";"93,6";"93,6";"10,67";"93,6"
"1717369200";"03.06.2024 02:00";"85,42";"85,42";"9,44";"85,42"
"1717372800";"03.06.2024 03:00";"84,45";"84,45";"8,5";"84,45"
"1717376400";"03.06.2024 04:00";"84,5";"84,5";"7,82";"84,5"
"1717380000";"03.06.2024 05:00";"82,82";"82,82";"8,82";"82,82"
"1717383600";"03.06.2024 06:00";"97,06";"97,06";"9,65";"97,06"
"1717387200";"03.06.2024 07:00";"130,08";"130,08";"130,08";"130,08"
"1717390800";"03.06.2024 08:00";"250";"250";"250";"250"
"1717394400";"03.06.2024 09:00";"200,02";"200,02";"200,02";"200,02"
"1717398000";"03.06.2024 10:00";"190,04";"190,04";"190,04";"190,04"
"1717401600";"03.06.2024 11:00";"136,07";"136,07";"136,07";"136,07"
"1717405200";"03.06.2024 12:00";"122,96";"122,96";"122,96";"122,96"
"1717408800";"03.06.2024 13:00";"100,16";"100,16";"100,16";"100,16"
"1717412400";"03.06.2024 14:00";"80,04";"80,04";"80,04";"80,04"
"1717416000";"03.06.2024 15:00";"72,04";"72,04";"72,04";"72,04"
"1717419600";"03.06.2024 16:00";"72,07";"72,07";"72,07";"72,07"
"1717423200";"03.06.2024 17:00";"76,61";"76,61";"76,61";"76,61"
"1717426800";"03.06.2024 18:00";"109,56";"109,56";"109,56";"109,56"
"1717430400";"03.06.2024 19:00";"133,05";"133,05";"133,05";"133,05"
"1717434000";"03.06.2024 20:00";"182,37";"182,37";"182,37";"182,37"
"1717437600";"03.06.2024 21:00";"210,12";"210,12";"40,01";"210,12"
"1717441200";"03.06.2024 22:00";"192,21";"192,21";"15,17";"192,21"
"1717444800";"03.06.2024 23:00";"145,75";"145,75";"9,75";"145,75"
"1717448400";"04.06.2024 00:00";"116,13";"116,13";"4,41";"116,13"
"1717452000";"04.06.2024 01:00";"107,08";"107,08";"5,37";"107,08"
"1717455600";"04.06.2024 02:00";"100,21";"100,21";"1,84";"100,21"
"1717459200";"04.06.2024 03:00";"95,51";"95,51";"1,37";"95,51"
"1717462800";"04.06.2024 04:00";"93,9";"93,9";"1,91";"93,9"
"1717466400";"04.06.2024 05:00";"93,43";"93,43";"3,07";"93,43"
"1717470000";"04.06.2024 06:00";"104,87";"104,87";"14,48";"104,87"
"1717473600";"04.06.2024 07:00";"141,89";"141,89";"141,89";"141,89"
"1717477200";"04.06.2024 08:00";"173,33";"173,33";"173,33";"173,33"
"1717480800";"04.06.2024 09:00";"140,53";"140,53";"140,53";"140,53"
"1717484400";"04.06.2024 10:00";"110,88";"110,88";"110,88";"110,88"
"1717488000";"04.06.2024 11:00";"90,38";"90,38";"90,38";"90,38"
"1717491600";"04.06.2024 12:00";"79,36";"79,36";"79,36";"79,36"
"1717495200";"04.06.2024 13:00";"67,43";"67,43";"67,43";"67,43"
"1717498800";"04.06.2024 14:00";"55,41";"55,41";"55,41";"55,41"
"1717502400";"04.06.2024 15:00";"50,01";"50,01";"50,01";"50,01"
"1717506000";"04.06.2024 16:00";"86,02";"86,02";"86,02";"86,02"
"1717509600";"04.06.2024 17:00";"112,35";"112,35";"111,05";"112,35"
"1717513200";"04.06.2024 18:00";"128,45";"128,45";"128,45";"128,45"
"1717516800";"04.06.2024 19:00";"200,01";"200,01";"200,01";"200,01"
"1717520400";"04.06.2024 20:00";"250,04";"250,04";"250,04";"250,04"
"1717524000";"04.06.2024 21:00";"225,77";"225,77";"225,77";"225,77"
"1717527600";"04.06.2024 22:00";"200,01";"200,01";"200,01";"200,01"
"1717531200";"04.06.2024 23:00";"134,33";"134,33";"111,03";"134,33"
"1717534800";"05.06.2024 00:00";"129,63";"129,63";"27,75";"129,63"
"1717538400";"05.06.2024 01:00";"132,14";"132,14";"4,66";"132,14"
"1717542000";"05.06.2024 02:00";"118,17";"118,17";"2,79";"118,17"
"1717545600";"05.06.2024 03:00";"113,12";"113,12";"2,24";"113,12"
"1717549200";"05.06.2024 04:00";"113,11";"113,11";"1,58";"113,11"
"1717552800";"05.06.2024 05:00";"111,76";"111,76";"1,92";"111,76"
"1717556400";"05.06.2024 06:00";"190,01";"190,01";"4,56";"190,01"
"1717560000";"05.06.2024 07:00";"132,24";"132,24";"18,61";"132,24"
"1717563600";"05.06.2024 08:00";"146,88";"146,88";"146,88";"146,88"
"1717567200";"05.06.2024 09:00";"114,13";"114,13";"114,13";"114,13"
"1717570800";"05.06.2024 10:00";"85,99";"85,99";"55";"85,99"
"1717574400";"05.06.2024 11:00";"70,75";"70,75";"40";"70,75"
"1717578000";"05.06.2024 12:00";"64,32";"64,32";"23,61";"64,32"
"1717581600";"05.06.2024 13:00";"50,75";"50,75";"23,48";"50,75"
"1717585200";"05.06.2024 14:00";"31,64";"31,64";"12,78";"31,64"
"1717588800";"05.06.2024 15:00";"88,19";"88,19";"7,79";"88,19"
"1717592400";"05.06.2024 16:00";"88,2";"88,2";"5,28";"88,2"
"1717596000";"05.06.2024 17:00";"45,17";"45,17";"5,01";"45,17"
"1717599600";"05.06.2024 18:00";"112,4";"112,4";"5,34";"112,4"
"1717603200";"05.06.2024 19:00";"142,03";"142,03";"8,67";"142,03"
"1717606800";"05.06.2024 20:00";"156,9";"156,9";"11,3";"156,9"
"1717610400";"05.06.2024 21:00";"190";"190";"12,11";"190"
"1717614000";"05.06.2024 22:00";"164,75";"164,75";"12,41";"164,75"
"1717617600";"05.06.2024 23:00";"143,34";"143,34";"11,29";"143,34"
"1717621200";"06.06.2024 00:00";"130,38";"130,38";"7,36";"130,38"
"1717624800";"06.06.2024 01:00";"119,16";"119,16";"0,01";"119,16"
"1717628400";"06.06.2024 02:00";"110,34";"110,34";"2,22";"110,34"
"1717632000";"06.06.2024 03:00";"91,21";"91,21";"5,85";"91,21"
"1717635600";"06.06.2024 04:00";"88,19";"88,19";"7,87";"88,19"
"1717639200";"06.06.2024 05:00";"90,12";"90,12";"10,42";"90,12"
"1717642800";"06.06.2024 06:00";"109,17";"109,17";"12,98";"109,17"
"1717646400";"06.06.2024 07:00";"124,98";"124,98";"14,77";"124,98"
"1717650000";"06.06.2024 08:00";"128,4";"128,4";"48,05";"128,4"
"1717653600";"06.06.2024 09:00";"97,65";"97,65";"60,01";"97,65"
"1717657200";"06.06.2024 10:00";"110,05";"110,05";"45,01";"110,05"
"1717660800";"06.06.2024 11:00";"108,46";"108,46";"32,9";"108,46"
"1717664400";"06.06.2024 12:00";"65,37";"65,37";"14,83";"65,37"
"1717668000";"06.06.2024 13:00";"86,6";"86,6";"13,88";"86,6"
"1717671600";"06.06.2024 14:00";"50";"50";"12,65";"50"
"1717675200";"06.06.2024 15:00";"23,28";"23,28";"12,55";"23,28"
"1717678800";"06.06.2024 16:00";"13,09";"13,09";"13,09";"13,09"
"1717682400";"06.06.2024 17:00";"44,36";"44,36";"14,79";"44,36"
"1717686000";"06.06.2024 18:00";"118,76";"118,76";"17";"118,76"
"1717689600";"06.06.2024 19:00";"143,13";"143,13";"18,96";"143,13"
"1717693200";"06.06.2024 20:00";"190,09";"190,09";"22,71";"190,09"
"1717696800";"06.06.2024 21:00";"169,5";"169,5";"19,4";"169,5"
"1717700400";"06.06.2024 22:00";"167,84";"167,84";"18,78";"167,84"
"1717704000";"06.06.2024 23:00";"133,67";"133,67";"15,78";"133,67"
"1717707600";"07.06.2024 00:00";"120,96";"120,96";"12,45";"120,96"
"1717711200";"07.06.2024 01:00";"109,91";"109,91";"11,98";"109,91"
"1717714800";"07.06.2024 02:00";"95,45";"95,45";"11,48";"95,45"
"1717718400";"07.06.2024 03:00";"90,49";"90,49";"12,82";"90,49"
"1717722000";"07.06.2024 04:00";"85,84";"85,84";"14,71";"85,84"
"1717725600";"07.06.2024 05:00";"82,59";"82,59";"18,2";"82,59"
"1717729200";"07.06.2024 06:00";"109,83";"109,83";"21,86";"109,83"
"1717732800";"07.06.2024 07:00";"113,55";"113,55";"50,23";"113,55"
"1717736400";"07.06.2024 08:00";"119,05";"119,05";"119,05";"119,05"
"1717740000";"07.06.2024 09:00";"110,07";"110,07";"110,07";"110,07"
"1717743600";"07.06.2024 10:00";"86,3";"86,3";"86,3";"86,3"
"1717747200";"07.06.2024 11:00";"61";"61";"61";"61"
"1717750800";"07.06.2024 12:00";"85,48";"85,48";"85,48";"85,48"
"1717754400";"07.06.2024 13:00";"101,59";"101,59";"101,59";"101,59"
"1717758000";"07.06.2024 14:00";"95,54";"95,54";"95,54";"95,54"
"1717761600";"07.06.2024 15:00";"86,3";"86,3";"76";"86,3"
"1717765200";"07.06.2024 16:00";"80,01";"80,01";"80,01";"80,01"
"1717768800";"07.06.2024 17:00";"49";"49";"49";"49"
"1717772400";"07.06.2024 18:00";"80,77";"80,77";"80,77";"80,77"
"1717776000";"07.06.2024 19:00";"127,96";"127,96";"127,96";"127,96"
"1717779600";"07.06.2024 20:00";"195,89";"195,89";"190,05";"195,89"
